path,label
archive\iam_words\words\e01\e01-119\e01-119-07-08.png,)
archive\iam_words\words\c04\c04-165\c04-165-06-07.png,the
archive\iam_words\words\c03\c03-003a\c03-003a-05-09.png,","
archive\iam_words\words\a05\a05-009\a05-009-00-05.png,with
archive\iam_words\words\c03\c03-087d\c03-087d-06-03.png,not
archive\iam_words\words\c01\c01-066\c01-066-09-01.png,one
archive\iam_words\words\c04\c04-165\c04-165-04-00.png,British
archive\iam_words\words\e04\e04-011\e04-011-06-01.png,easy
archive\iam_words\words\b06\b06-097\b06-097-04-09.png,into
archive\iam_words\words\b01\b01-044\b01-044-01-03.png,to
archive\iam_words\words\c06\c06-106\c06-106-09-03.png,friend
archive\iam_words\words\c04\c04-080\c04-080-02-10.png,.
archive\iam_words\words\e07\e07-000\e07-000-06-00.png,cide
archive\iam_words\words\c03\c03-003d\c03-003d-08-01.png,the
archive\iam_words\words\a03\a03-030\a03-030-07-05.png,worded
archive\iam_words\words\c04\c04-150\c04-150-06-10.png,had
archive\iam_words\words\a03\a03-047\a03-047-03-00.png,baker
archive\iam_words\words\a01\a01-003x\a01-003x-08-09.png,.
archive\iam_words\words\c03\c03-087e\c03-087e-06-05.png,had
archive\iam_words\words\c04\c04-004\c04-004-06-03.png,","
archive\iam_words\words\e04\e04-119\e04-119-04-03.png,boxes
archive\iam_words\words\c03\c03-021a\c03-021a-04-08.png,who
archive\iam_words\words\a01\a01-082u\a01-082u-01-00.png,face
archive\iam_words\words\b01\b01-023\b01-023-04-02.png,of
archive\iam_words\words\c01\c01-009\c01-009-02-02.png,a
archive\iam_words\words\b04\b04-047\b04-047-05-03.png,of
archive\iam_words\words\c03\c03-096b\c03-096b-03-07.png,ineffectuality
archive\iam_words\words\a03\a03-080\a03-080-08-04.png,therefore
archive\iam_words\words\d07\d07-096\d07-096-02-11.png,the
archive\iam_words\words\b04\b04-128\b04-128-05-07.png,are
archive\iam_words\words\b01\b01-122\b01-122-03-03.png,course
archive\iam_words\words\a03\a03-043\a03-043-02-05.png,(
archive\iam_words\words\c02\c02-035\c02-035-01-03.png,","
archive\iam_words\words\a06\a06-110\a06-110-06-00.png,we
archive\iam_words\words\d06\d06-060\d06-060-02-02.png,mind
archive\iam_words\words\d06\d06-072\d06-072-04-03.png,is
archive\iam_words\words\b04\b04-147\b04-147-06-03.png,the
archive\iam_words\words\b02\b02-097\b02-097-05-07.png,There
archive\iam_words\words\c06\c06-103\c06-103-03-03.png,keep
archive\iam_words\words\a03\a03-054\a03-054-04-05.png,a
archive\iam_words\words\b05\b05-098\b05-098-00-07.png,and
archive\iam_words\words\b01\b01-122\b01-122-03-04.png,.
archive\iam_words\words\e04\e04-079\e04-079-01-04.png,in
archive\iam_words\words\a05\a05-073\a05-073-02-01.png,""""
archive\iam_words\words\a02\a02-000\a02-000-02-07.png,President
archive\iam_words\words\a04\a04-035\a04-035-07-05.png,cheering
archive\iam_words\words\d04\d04-021\d04-021-05-05.png,to
archive\iam_words\words\a06\a06-014\a06-014-01-05.png,Chancellor
archive\iam_words\words\b01\b01-014\b01-014-05-05.png,the
archive\iam_words\words\e06\e06-041\e06-041-08-00.png,a
archive\iam_words\words\a02\a02-067\a02-067-00-06.png,they
archive\iam_words\words\e01\e01-113\e01-113-04-04.png,1
archive\iam_words\words\d07\d07-100\d07-100-07-03.png,the
archive\iam_words\words\c02\c02-059\c02-059-09-01.png,ability
archive\iam_words\words\a02\a02-106\a02-106-05-06.png,conference
archive\iam_words\words\c03\c03-021d\c03-021d-05-07.png,her
archive\iam_words\words\a04\a04-047\a04-047-00-04.png,of
archive\iam_words\words\b05\b05-038\b05-038-08-00.png,recordings
archive\iam_words\words\a03\a03-011\a03-011-07-06.png,and
archive\iam_words\words\e01\e01-050\e01-050-01-03.png,was
archive\iam_words\words\b04\b04-195\b04-195-05-05.png,on
archive\iam_words\words\a03\a03-011\a03-011-01-08.png,facing
archive\iam_words\words\d04\d04-021\d04-021-04-07.png,","
archive\iam_words\words\a01\a01-077\a01-077-08-04.png,with
archive\iam_words\words\b05\b05-042\b05-042-06-01.png,equipped
archive\iam_words\words\d04\d04-016\d04-016-04-04.png,the
archive\iam_words\words\d06\d06-020\d06-020-00-05.png,the
archive\iam_words\words\d04\d04-081\d04-081-08-02.png,fringes
archive\iam_words\words\a01\a01-003u\a01-003u-05-05.png,peers
archive\iam_words\words\b01\b01-118\b01-118-05-03.png,thirties
archive\iam_words\words\c04\c04-160\c04-160-02-08.png,have
archive\iam_words\words\d04\d04-101\d04-101-00-12.png,to
archive\iam_words\words\c06\c06-080\c06-080-05-01.png,","
archive\iam_words\words\a04\a04-039\a04-039-02-02.png,President
archive\iam_words\words\b04\b04-162\b04-162-06-03.png,.
archive\iam_words\words\c03\c03-081c\c03-081c-04-01.png,","
archive\iam_words\words\c04\c04-013\c04-013-06-00.png,title
archive\iam_words\words\c03\c03-003e\c03-003e-01-01.png,throughout
archive\iam_words\words\a03\a03-071\a03-071-03-05.png,that
archive\iam_words\words\a02\a02-046\a02-046-07-02.png,the
archive\iam_words\words\a02\a02-037\a02-037-06-01.png,services
archive\iam_words\words\d06\d06-037\d06-037-07-03.png,themselves
archive\iam_words\words\d01\d01-049\d01-049-03-01.png,this
archive\iam_words\words\a01\a01-102\a01-102-07-00.png,improve
archive\iam_words\words\c02\c02-049\c02-049-09-00.png,uninitiated
archive\iam_words\words\d06\d06-027\d06-027-02-10.png,to
archive\iam_words\words\a06\a06-025\a06-025-06-04.png,interference
archive\iam_words\words\a01\a01-000u\a01-000u-04-02.png,a
archive\iam_words\words\b06\b06-068\b06-068-03-01.png,drive
archive\iam_words\words\c02\c02-012\c02-012-02-07.png,","
archive\iam_words\words\d06\d06-096\d06-096-06-04.png,hours
archive\iam_words\words\a01\a01-096u\a01-096u-06-05.png,and
archive\iam_words\words\a03\a03-017\a03-017-01-03.png,but
archive\iam_words\words\d06\d06-107\d06-107-09-06.png,do
archive\iam_words\words\b05\b05-079\b05-079-00-00.png,This
archive\iam_words\words\b04\b04-195\b04-195-05-04.png,and
archive\iam_words\words\b01\b01-044\b01-044-03-04.png,to
archive\iam_words\words\d06\d06-104\d06-104-08-01.png,exactly
archive\iam_words\words\b04\b04-140\b04-140-02-05.png,a
archive\iam_words\words\d04\d04-125\d04-125-02-00.png,""""
archive\iam_words\words\d04\d04-058\d04-058-00-06.png,.
archive\iam_words\words\e02\e02-117\e02-117-01-06.png,the
archive\iam_words\words\c04\c04-116\c04-116-00-12.png,he
archive\iam_words\words\c02\c02-000\c02-000-06-06.png,""""
archive\iam_words\words\a01\a01-063u\a01-063u-01-02.png,in
archive\iam_words\words\c06\c06-039\c06-039-07-01.png,put
archive\iam_words\words\b04\b04-154\b04-154-02-01.png,the
archive\iam_words\words\e01\e01-032\e01-032-10-06.png,inventive
archive\iam_words\words\c06\c06-106\c06-106-07-04.png,she
archive\iam_words\words\d06\d06-082\d06-082-00-01.png,we
archive\iam_words\words\a01\a01-091\a01-091-01-00.png,doubt
archive\iam_words\words\a04\a04-000\a04-000-01-02.png,Harold
archive\iam_words\words\a04\a04-099\a04-099-03-05.png,Russell
archive\iam_words\words\e01\e01-029\e01-029-01-00.png,and
archive\iam_words\words\a01\a01-132u\a01-132u-05-06.png,on
archive\iam_words\words\c03\c03-081c\c03-081c-04-04.png,not
archive\iam_words\words\c03\c03-016e\c03-016e-01-03.png,the
archive\iam_words\words\a03\a03-023\a03-023-01-03.png,all
archive\iam_words\words\b04\b04-187\b04-187-06-08.png,They
archive\iam_words\words\a01\a01-063\a01-063-04-05.png,","
archive\iam_words\words\a01\a01-087\a01-087-03-05.png,statistical
archive\iam_words\words\a01\a01-082u\a01-082u-06-05.png,giving
archive\iam_words\words\a01\a01-043u\a01-043u-08-00.png,in
archive\iam_words\words\a04\a04-035\a04-035-02-01.png,beginning
archive\iam_words\words\c03\c03-094f\c03-094f-01-06.png,his
archive\iam_words\words\e04\e04-011\e04-011-03-03.png,the
archive\iam_words\words\d04\d04-086\d04-086-00-06.png,sealed
archive\iam_words\words\b04\b04-010\b04-010-09-05.png,.
archive\iam_words\words\c03\c03-081b\c03-081b-00-00.png,Arguably
archive\iam_words\words\b02\b02-045\b02-045-06-00.png,Government
archive\iam_words\words\a02\a02-111\a02-111-08-03.png,the
archive\iam_words\words\a06\a06-036\a06-036-02-05.png,their
archive\iam_words\words\a01\a01-132x\a01-132x-00-05.png,either
archive\iam_words\words\a05\a05-062\a05-062-05-00.png,that
archive\iam_words\words\d03\d03-112\d03-112-02-00.png,The
archive\iam_words\words\c06\c06-047\c06-047-06-07.png,never
archive\iam_words\words\a01\a01-043x\a01-043x-02-05.png,as
archive\iam_words\words\e06\e06-003\e06-003-00-00.png,Thus
archive\iam_words\words\e01\e01-035\e01-035-03-02.png,only
archive\iam_words\words\c03\c03-094d\c03-094d-05-02.png,","
archive\iam_words\words\a01\a01-117u\a01-117u-06-05.png,He
archive\iam_words\words\c03\c03-087d\c03-087d-07-01.png,we
archive\iam_words\words\c06\c06-087\c06-087-03-01.png,","
archive\iam_words\words\a01\a01-011u\a01-011u-05-06.png,is
archive\iam_words\words\c04\c04-160\c04-160-04-01.png,by
archive\iam_words\words\a02\a02-032\a02-032-06-03.png,ruthlessly
archive\iam_words\words\c06\c06-080\c06-080-08-04.png,the
archive\iam_words\words\e01\e01-107\e01-107-07-03.png,proficient
archive\iam_words\words\a04\a04-000\a04-000-01-03.png,Macmillan
archive\iam_words\words\e06\e06-010\e06-010-06-01.png,soil
archive\iam_words\words\e01\e01-081\e01-081-05-08.png,.
archive\iam_words\words\e02\e02-074\e02-074-06-05.png,expensive
archive\iam_words\words\b05\b05-067\b05-067-02-00.png,when
archive\iam_words\words\a06\a06-114\a06-114-03-00.png,will
archive\iam_words\words\b01\b01-038\b01-038-08-01.png,to
archive\iam_words\words\c04\c04-017\c04-017-05-00.png,RONALD
archive\iam_words\words\d01\d01-019\d01-019-01-00.png,Fourth
archive\iam_words\words\a06\a06-020\a06-020-04-00.png,so
archive\iam_words\words\e06\e06-046\e06-046-04-03.png,","
archive\iam_words\words\a06\a06-036\a06-036-07-04.png,of
archive\iam_words\words\a01\a01-122u\a01-122u-08-05.png,conditions
archive\iam_words\words\b04\b04-096\b04-096-04-05.png,one
archive\iam_words\words\c06\c06-011\c06-011-06-00.png,has
archive\iam_words\words\c03\c03-016e\c03-016e-10-02.png,child
archive\iam_words\words\c06\c06-058\c06-058-01-07.png,glass
archive\iam_words\words\a01\a01-053\a01-053-01-02.png,with
archive\iam_words\words\a01\a01-014x\a01-014x-03-00.png,""""
archive\iam_words\words\d07\d07-093\d07-093-00-03.png,answer
archive\iam_words\words\d04\d04-012\d04-012-06-00.png,is
archive\iam_words\words\a01\a01-058\a01-058-01-01.png,West
archive\iam_words\words\b04\b04-034\b04-034-05-03.png,""""
archive\iam_words\words\b04\b04-004\b04-004-00-05.png,","
archive\iam_words\words\b01\b01-023\b01-023-03-04.png,the
archive\iam_words\words\d07\d07-093\d07-093-01-08.png,quoted
archive\iam_words\words\d06\d06-086\d06-086-09-02.png,and
archive\iam_words\words\a05\a05-009\a05-009-01-08.png,the
archive\iam_words\words\e04\e04-058\e04-058-01-10.png,shown
archive\iam_words\words\a01\a01-091u\a01-091u-04-01.png,Service
archive\iam_words\words\a05\a05-073\a05-073-09-04.png,undertaken
archive\iam_words\words\b01\b01-073\b01-073-10-02.png,it
archive\iam_words\words\b06\b06-000\b06-000-01-02.png,ambassador
archive\iam_words\words\a01\a01-132u\a01-132u-00-03.png,continue
archive\iam_words\words\a01\a01-063u\a01-063u-07-03.png,.
archive\iam_words\words\a06\a06-110\a06-110-02-01.png,this
archive\iam_words\words\a06\a06-075\a06-075-06-07.png,out
archive\iam_words\words\a04\a04-043\a04-043-08-03.png,them
archive\iam_words\words\e01\e01-102\e01-102-04-02.png,threads
archive\iam_words\words\a06\a06-057\a06-057-05-01.png,is
archive\iam_words\words\e01\e01-081\e01-081-03-08.png,basting
archive\iam_words\words\b03\b03-087\b03-087-02-03.png,in
archive\iam_words\words\a06\a06-134\a06-134-02-09.png,say
archive\iam_words\words\a03\a03-027\a03-027-05-05.png,in
archive\iam_words\words\d07\d07-093\d07-093-01-02.png,the
archive\iam_words\words\b02\b02-105\b02-105-03-01.png,campaign
archive\iam_words\words\c03\c03-000f\c03-000f-04-00.png,Richardson
archive\iam_words\words\b01\b01-009\b01-009-02-01.png,attention
archive\iam_words\words\a05\a05-022\a05-022-05-05.png,Service
archive\iam_words\words\b05\b05-067\b05-067-04-04.png,In
archive\iam_words\words\a01\a01-014\a01-014-03-06.png,to
archive\iam_words\words\a05\a05-044\a05-044-01-03.png,Dr.
archive\iam_words\words\e04\e04-022\e04-022-06-03.png,and
archive\iam_words\words\d06\d06-030\d06-030-04-09.png,comes
archive\iam_words\words\c02\c02-035\c02-035-04-08.png,ocean
archive\iam_words\words\c06\c06-087\c06-087-00-00.png,#
archive\iam_words\words\b04\b04-066\b04-066-05-05.png,and
archive\iam_words\words\c03\c03-003d\c03-003d-03-06.png,the
archive\iam_words\words\b02\b02-035\b02-035-10-07.png,be
archive\iam_words\words\c03\c03-081d\c03-081d-00-03.png,dramatist
archive\iam_words\words\a04\a04-010\a04-010-07-04.png,on
archive\iam_words\words\a06\a06-004\a06-004-09-00.png,each
archive\iam_words\words\b01\b01-018\b01-018-00-02.png,is
archive\iam_words\words\b06\b06-075\b06-075-05-03.png,it
archive\iam_words\words\b06\b06-079\b06-079-09-04.png,more
archive\iam_words\words\b06\b06-082\b06-082-05-01.png,their
archive\iam_words\words\c06\c06-031\c06-031-01-05.png,Don't
archive\iam_words\words\a04\a04-085\a04-085-09-03.png,Russell
archive\iam_words\words\a05\a05-094\a05-094-00-03.png,such
archive\iam_words\words\d06\d06-111\d06-111-04-10.png,factors
archive\iam_words\words\c03\c03-000a\c03-000a-01-04.png,Honey
archive\iam_words\words\a01\a01-014x\a01-014x-08-05.png,his
archive\iam_words\words\a02\a02-008\a02-008-00-03.png,have
archive\iam_words\words\e02\e02-086\e02-086-07-01.png,be
archive\iam_words\words\a05\a05-044\a05-044-07-00.png,Villiers
archive\iam_words\words\c04\c04-000\c04-000-04-02.png,the
archive\iam_words\words\a05\a05-069\a05-069-08-04.png,Nations
archive\iam_words\words\a01\a01-043x\a01-043x-06-05.png,is
archive\iam_words\words\a03\a03-043\a03-043-02-02.png,an
archive\iam_words\words\a02\a02-004\a02-004-01-06.png,dropped
archive\iam_words\words\b06\b06-008\b06-008-00-00.png,Yesterday
archive\iam_words\words\d05\d05-030\d05-030-02-07.png,enthusiastically
archive\iam_words\words\d04\d04-131\d04-131-02-00.png,burdens
archive\iam_words\words\a06\a06-025\a06-025-03-04.png,his
archive\iam_words\words\a05\a05-089\a05-089-02-03.png,all
archive\iam_words\words\a05\a05-094\a05-094-04-08.png,really
archive\iam_words\words\b05\b05-062\b05-062-04-05.png,I
archive\iam_words\words\a01\a01-043u\a01-043u-07-01.png,to
archive\iam_words\words\c03\c03-084e\c03-084e-03-09.png,of
archive\iam_words\words\e01\e01-018\e01-018-08-03.png,delicate
archive\iam_words\words\e07\e07-000\e07-000-05-05.png,and
archive\iam_words\words\c06\c06-005\c06-005-00-06.png,the
archive\iam_words\words\a05\a05-116\a05-116-01-07.png,most
archive\iam_words\words\e02\e02-117\e02-117-05-04.png,The
archive\iam_words\words\a03\a03-043\a03-043-01-04.png,in
archive\iam_words\words\a06\a06-075\a06-075-01-04.png,to
archive\iam_words\words\c03\c03-000c\c03-000c-00-06.png,Delaney's
archive\iam_words\words\a03\a03-066\a03-066-04-01.png,increase
archive\iam_words\words\d05\d05-030\d05-030-03-08.png,was
archive\iam_words\words\e04\e04-034\e04-034-05-06.png,a
archive\iam_words\words\a01\a01-020\a01-020-03-01.png,the
archive\iam_words\words\b06\b06-087\b06-087-02-02.png,at
archive\iam_words\words\b05\b05-071\b05-071-04-08.png,their
archive\iam_words\words\b01\b01-027\b01-027-01-09.png,duke's
archive\iam_words\words\a05\a05-116\a05-116-05-00.png,#
archive\iam_words\words\c04\c04-050\c04-050-04-04.png,were
archive\iam_words\words\a01\a01-077\a01-077-00-07.png,in
archive\iam_words\words\a06\a06-070\a06-070-00-07.png,the
archive\iam_words\words\a04\a04-000\a04-000-00-04.png,pressure
archive\iam_words\words\d06\d06-076\d06-076-00-07.png,'
archive\iam_words\words\a01\a01-003x\a01-003x-06-08.png,and
archive\iam_words\words\a06\a06-152\a06-152-05-04.png,.
archive\iam_words\words\b01\b01-027\b01-027-03-00.png,have
archive\iam_words\words\b01\b01-084\b01-084-03-02.png,UN
archive\iam_words\words\b01\b01-044\b01-044-01-02.png,means
archive\iam_words\words\d07\d07-082\d07-082-02-05.png,but
archive\iam_words\words\d01\d01-024\d01-024-05-06.png,The
archive\iam_words\words\d06\d06-067\d06-067-08-03.png,railway
archive\iam_words\words\e01\e01-022\e01-022-01-03.png,of
archive\iam_words\words\e04\e04-015\e04-015-00-00.png,Cut
archive\iam_words\words\b04\b04-040\b04-040-03-07.png,understanding
archive\iam_words\words\d04\d04-032\d04-032-05-04.png,Altar
archive\iam_words\words\b04\b04-134\b04-134-07-00.png,philosopher
archive\iam_words\words\a01\a01-058\a01-058-08-02.png,talks
archive\iam_words\words\b01\b01-023\b01-023-00-01.png,in
archive\iam_words\words\c03\c03-003e\c03-003e-06-08.png,","
archive\iam_words\words\c02\c02-056\c02-056-06-03.png,""""
archive\iam_words\words\a01\a01-113u\a01-113u-09-05.png,because
archive\iam_words\words\d06\d06-076\d06-076-03-11.png,feet
archive\iam_words\words\d06\d06-046\d06-046-02-06.png,of
archive\iam_words\words\a01\a01-082u\a01-082u-01-02.png,his
archive\iam_words\words\c04\c04-105\c04-105-05-09.png,a
archive\iam_words\words\c03\c03-094b\c03-094b-05-07.png,asked
archive\iam_words\words\a02\a02-000\a02-000-04-05.png,week
archive\iam_words\words\d05\d05-025\d05-025-03-05.png,James
archive\iam_words\words\c06\c06-095\c06-095-04-06.png,solid
archive\iam_words\words\c04\c04-066\c04-066-00-06.png,?
archive\iam_words\words\a06\a06-095\a06-095-10-02.png,.
archive\iam_words\words\b03\b03-098\b03-098-05-05.png,The
archive\iam_words\words\a01\a01-082u\a01-082u-07-05.png,Brown
archive\iam_words\words\d01\d01-016\d01-016-02-11.png,which
archive\iam_words\words\a01\a01-020u\a01-020u-03-01.png,full
archive\iam_words\words\c04\c04-056\c04-056-04-02.png,trousers
archive\iam_words\words\a03\a03-006\a03-006-08-02.png,neutralist
archive\iam_words\words\a05\a05-094\a05-094-04-01.png,part
archive\iam_words\words\a02\a02-020\a02-020-05-01.png,riots
archive\iam_words\words\a01\a01-082u\a01-082u-09-00.png,in
archive\iam_words\words\a01\a01-020u\a01-020u-04-03.png,plans
archive\iam_words\words\c03\c03-081a\c03-081a-00-02.png,the
archive\iam_words\words\c04\c04-128\c04-128-01-06.png,agreed
archive\iam_words\words\e07\e07-072\e07-072-02-04.png,.
archive\iam_words\words\b01\b01-049\b01-049-01-08.png,In
archive\iam_words\words\a06\a06-124\a06-124-02-04.png,overdrafts
archive\iam_words\words\c06\c06-087\c06-087-05-01.png,playing
archive\iam_words\words\a05\a05-053\a05-053-05-07.png,","
archive\iam_words\words\c04\c04-160\c04-160-01-03.png,asked
archive\iam_words\words\a04\a04-019\a04-019-05-00.png,situation
archive\iam_words\words\b01\b01-000\b01-000-04-04.png,Will
archive\iam_words\words\c03\c03-000b\c03-000b-05-09.png,control
archive\iam_words\words\b02\b02-035\b02-035-05-01.png,Northern
archive\iam_words\words\c03\c03-084d\c03-084d-05-03.png,We
archive\iam_words\words\d04\d04-075\d04-075-03-01.png,""""
archive\iam_words\words\b01\b01-049\b01-049-07-04.png,and
archive\iam_words\words\e01\e01-086\e01-086-03-06.png,button
archive\iam_words\words\a04\a04-000\a04-000-05-01.png,have
archive\iam_words\words\b01\b01-009\b01-009-04-06.png,who
archive\iam_words\words\b06\b06-000\b06-000-00-08.png,summer
archive\iam_words\words\e01\e01-025\e01-025-07-03.png,modern
archive\iam_words\words\b06\b06-027\b06-027-01-00.png,reported
archive\iam_words\words\c03\c03-021c\c03-021c-03-04.png,child
archive\iam_words\words\a06\a06-095\a06-095-08-09.png,an
archive\iam_words\words\c03\c03-021d\c03-021d-02-03.png,but
archive\iam_words\words\b03\b03-092\b03-092-01-05.png,of
archive\iam_words\words\a04\a04-010\a04-010-06-02.png,He
archive\iam_words\words\a03\a03-037\a03-037-06-06.png,Brunswick
archive\iam_words\words\d03\d03-112\d03-112-00-04.png,projects
archive\iam_words\words\c02\c02-078\c02-078-06-11.png,of
archive\iam_words\words\c04\c04-150\c04-150-02-10.png,gawky
archive\iam_words\words\c04\c04-075\c04-075-04-11.png,strike
archive\iam_words\words\a01\a01-122\a01-122-04-02.png,""""
archive\iam_words\words\a01\a01-003u\a01-003u-00-04.png,some
archive\iam_words\words\b04\b04-162\b04-162-00-06.png,in
archive\iam_words\words\e07\e07-066\e07-066-07-02.png,latest
archive\iam_words\words\a01\a01-049\a01-049-03-00.png,that
archive\iam_words\words\e01\e01-029\e01-029-06-05.png,these
archive\iam_words\words\b01\b01-132\b01-132-07-03.png,record
archive\iam_words\words\d07\d07-096\d07-096-04-03.png,was
archive\iam_words\words\e06\e06-046\e06-046-02-07.png,of
archive\iam_words\words\b04\b04-195\b04-195-00-04.png,up
archive\iam_words\words\d06\d06-091\d06-091-09-02.png,adventure
archive\iam_words\words\c03\c03-000a\c03-000a-06-05.png,control
archive\iam_words\words\b04\b04-034\b04-034-02-07.png,who
archive\iam_words\words\b01\b01-023\b01-023-01-02.png,a
archive\iam_words\words\c03\c03-096f\c03-096f-00-06.png,","
archive\iam_words\words\a01\a01-068u\a01-068u-04-01.png,and
archive\iam_words\words\d04\d04-081\d04-081-05-05.png,to
archive\iam_words\words\d06\d06-003\d06-003-01-03.png,what
archive\iam_words\words\e04\e04-038\e04-038-01-03.png,to
archive\iam_words\words\d06\d06-030\d06-030-04-01.png,","
archive\iam_words\words\e01\e01-113\e01-113-01-00.png,and
archive\iam_words\words\b05\b05-017\b05-017-04-06.png,boat-train
archive\iam_words\words\a06\a06-128\a06-128-02-05.png,appeal
archive\iam_words\words\a06\a06-090\a06-090-07-06.png,almost
archive\iam_words\words\e06\e06-041\e06-041-07-00.png,have
archive\iam_words\words\b04\b04-107\b04-107-02-06.png,thriving
archive\iam_words\words\d04\d04-053\d04-053-03-08.png,will
archive\iam_words\words\e04\e04-058\e04-058-05-07.png,British
archive\iam_words\words\a02\a02-093\a02-093-05-04.png,A
archive\iam_words\words\d01\d01-052\d01-052-05-06.png,been
archive\iam_words\words\c03\c03-000e\c03-000e-04-05.png,of
archive\iam_words\words\b04\b04-075\b04-075-02-11.png,them
archive\iam_words\words\e06\e06-049\e06-049-07-05.png,time
archive\iam_words\words\e04\e04-091\e04-091-02-04.png,the
archive\iam_words\words\b01\b01-049\b01-049-05-01.png,the
archive\iam_words\words\a01\a01-072x\a01-072x-04-02.png,Government
archive\iam_words\words\a01\a01-077\a01-077-01-03.png,Adenauer
archive\iam_words\words\c02\c02-030\c02-030-02-03.png,the
archive\iam_words\words\a03\a03-006\a03-006-01-08.png,the
archive\iam_words\words\d05\d05-040\d05-040-04-04.png,broken
archive\iam_words\words\b01\b01-018\b01-018-06-05.png,is
archive\iam_words\words\b04\b04-034\b04-034-01-00.png,the
archive\iam_words\words\a04\a04-081\a04-081-06-05.png,that
archive\iam_words\words\d06\d06-050\d06-050-05-04.png,wonder
archive\iam_words\words\c06\c06-106\c06-106-01-00.png,ture
archive\iam_words\words\b04\b04-066\b04-066-00-04.png,the
archive\iam_words\words\e01\e01-022\e01-022-04-03.png,generation
archive\iam_words\words\c03\c03-016b\c03-016b-01-01.png,in
archive\iam_words\words\b06\b06-068\b06-068-04-03.png,the
archive\iam_words\words\e06\e06-026\e06-026-04-03.png,to
archive\iam_words\words\b02\b02-097\b02-097-00-08.png,next
archive\iam_words\words\a02\a02-008\a02-008-00-00.png,Seven
archive\iam_words\words\a04\a04-010\a04-010-01-00.png,Admiralty
archive\iam_words\words\b04\b04-020\b04-020-01-06.png,1959
archive\iam_words\words\a02\a02-027\a02-027-07-00.png,in
archive\iam_words\words\e06\e06-041\e06-041-08-06.png,same
archive\iam_words\words\e07\e07-000\e07-000-05-08.png,from
archive\iam_words\words\a05\a05-116\a05-116-06-08.png,to
archive\iam_words\words\a05\a05-099\a05-099-03-05.png,on
archive\iam_words\words\a01\a01-038\a01-038-05-03.png,Mr.
archive\iam_words\words\b06\b06-053\b06-053-05-00.png,spending
archive\iam_words\words\b01\b01-038\b01-038-03-03.png,is
archive\iam_words\words\b04\b04-116\b04-116-02-05.png,that
archive\iam_words\words\e06\e06-003\e06-003-05-04.png,too
archive\iam_words\words\a05\a05-022\a05-022-00-04.png,would
archive\iam_words\words\a06\a06-128\a06-128-00-01.png,have
archive\iam_words\words\d07\d07-100\d07-100-01-07.png,the
archive\iam_words\words\c03\c03-003b\c03-003b-05-08.png,tomorrow
archive\iam_words\words\d04\d04-005\d04-005-02-02.png,and
archive\iam_words\words\d04\d04-047\d04-047-00-05.png,your
archive\iam_words\words\c04\c04-023\c04-023-02-11.png,mind
archive\iam_words\words\d01\d01-056\d01-056-03-05.png,different
archive\iam_words\words\b01\b01-132\b01-132-05-03.png,decide
archive\iam_words\words\a05\a05-104\a05-104-05-09.png,for
archive\iam_words\words\c03\c03-016c\c03-016c-08-04.png,is
archive\iam_words\words\c03\c03-000c\c03-000c-02-07.png,and
archive\iam_words\words\b06\b06-049\b06-049-01-07.png,because
archive\iam_words\words\c03\c03-087a\c03-087a-01-02.png,its
archive\iam_words\words\d06\d06-008\d06-008-03-01.png,seeds
archive\iam_words\words\b05\b05-071\b05-071-02-11.png,authority
archive\iam_words\words\d01\d01-052\d01-052-06-05.png,possible
archive\iam_words\words\c04\c04-116\c04-116-02-04.png,is
archive\iam_words\words\c04\c04-004\c04-004-04-03.png,they
archive\iam_words\words\a05\a05-113\a05-113-05-05.png,in
archive\iam_words\words\b01\b01-033\b01-033-01-06.png,their
archive\iam_words\words\b06\b06-087\b06-087-04-02.png,","
archive\iam_words\words\a06\a06-025\a06-025-08-01.png,.
archive\iam_words\words\a06\a06-110\a06-110-08-01.png,.
archive\iam_words\words\a04\a04-043\a04-043-03-01.png,in
archive\iam_words\words\e01\e01-081\e01-081-05-02.png,to
archive\iam_words\words\a05\a05-017\a05-017-02-07.png,achieved
archive\iam_words\words\a06\a06-064\a06-064-03-00.png,He
archive\iam_words\words\a03\a03-080\a03-080-03-05.png,been
archive\iam_words\words\a05\a05-121\a05-121-01-00.png,of
archive\iam_words\words\d06\d06-076\d06-076-00-10.png,enable
archive\iam_words\words\c03\c03-081c\c03-081c-08-05.png,power
archive\iam_words\words\d04\d04-021\d04-021-07-00.png,tell
archive\iam_words\words\c03\c03-000d\c03-000d-02-06.png,been
archive\iam_words\words\b03\b03-092\b03-092-01-07.png,a
archive\iam_words\words\c03\c03-003a\c03-003a-02-00.png,and
archive\iam_words\words\c04\c04-089\c04-089-04-10.png,...
archive\iam_words\words\c03\c03-007e\c03-007e-04-03.png,public
archive\iam_words\words\e01\e01-107\e01-107-07-02.png,become
archive\iam_words\words\a02\a02-037\a02-037-02-01.png,Comrades
archive\iam_words\words\e06\e06-037\e06-037-02-08.png,""""
archive\iam_words\words\b05\b05-074\b05-074-08-03.png,cattle
archive\iam_words\words\d01\d01-016\d01-016-02-06.png,for
archive\iam_words\words\a01\a01-132u\a01-132u-03-02.png,financing
archive\iam_words\words\a01\a01-011\a01-011-06-08.png,policy
archive\iam_words\words\a01\a01-058u\a01-058u-07-01.png,not
archive\iam_words\words\c02\c02-017\c02-017-05-05.png,suddenly
